,Place Name,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",STATEFP00,COUNTYFP00,FIPS state,Period,AREA,PERIMETER,PL06_D00_,PL06_D00_I,STATE,PLC,PLACEFP,NAME,LSAD,LSAD_TRANS,geometry,Merge Name
180,Sonoma city,0.0,0.0,0.9567954579030681,50.2,0.0,0.0,0.04320454209693196,3.2,6.0,97.0,6.0,recovery 2013-2017,1.37500000000484e-06,0.00529791524979631,402.0,401.0,06,2715,72646,Sonoma,58,city,"POLYGON ((-122.43419 38.286114, -122.43369 38.286514, -122.43399 38.285114, -122.43529 38.285314, -122.43519 38.286214, -122.43419 38.286114))",Sonoma city
181,South San Francisco city,0.2687740617455754,8.4,0.6222975221644981,44.26666666666666,0.04789260492109134,1.9833333333333332,0.06103581116883512,4.083333333333333,6.0,81.0,6.0,recovery 2013-2017,0.00256196734727421,0.370824804441019,635.0,634.0,06,2765,73262,South San Francisco,58,city,"POLYGON ((-122.436651 37.67105, -122.435798 37.671107, -122.433083 37.669933, -122.427683 37.666833, -122.424917 37.667477, -122.425638 37.668143, -122.425283 37.668933, -122.422889 37.671573, -122.416737 37.672362, -122.415192 37.672152, -122.414197 37.671514, -122.412889 37.670665, -122.412351 37.670455, -122.411992 37.67046, -122.408517 37.669491, -122.407121 37.667955, -122.406939 37.666642, -122.401885 37.666994, -122.397826 37.667833, -122.397337 37.66839, -122.397627 37.669138, -122.394759 37.671022, -122.393874 37.670961, -122.393538 37.670054, -122.399082 37.664333, -122.393194 37.669558, -122.392682 37.669933, -122.386682 37.669833, -122.380246457188 37.66973300156554, -122.3742907217103 37.6622061219017, -122.375599726364 37.65238856163192, -122.3778904908498 37.65042504196791, -122.3873808062978 37.64846153498731, -122.3860717889607 37.63766221488552, -122.3817339596879 37.63525230691707, -122.385982 37.635334, -122.404908 37.635358, -122.405583 37.635334, -122.406083 37.635234, -122.411323 37.635334, -122.411416 37.636334, -122.411436 37.641237, -122.411583 37.641234, -122.41159 37.641104, -122.412574 37.640699, -122.416794 37.63941, -122.416883 37.639534, -122.417153 37.639462, -122.419596 37.641616, -122.423213 37.640017, -122.423283 37.640134, -122.423483 37.640434, -122.432684 37.634534, -122.436984 37.638134, -122.439484 37.636934, -122.444097 37.634614, -122.448019 37.635111, -122.447984 37.634935, -122.449284 37.635135, -122.450269 37.635645, -122.458584 37.640134, -122.462584 37.639235, -122.463884 37.638835, -122.468984 37.644534, -122.471684 37.648934, -122.471084 37.649034, -122.468784 37.651134, -122.466984 37.651434, -122.458184 37.650934, -122.454584 37.651734, -122.451684 37.649834, -122.450284 37.648934, -122.452984 37.654434, -122.453784 37.655934, -122.455084 37.654734, -122.457084 37.656934, -122.463018 37.66111, -122.462868 37.661858, -122.462449 37.662326, -122.460684 37.664534, -122.459184 37.666633, -122.453483 37.670733, -122.451885 37.669021, -122.450783 37.669933, -122.450183 37.669533, -122.445783 37.665333, -122.445183 37.665633, -122.444383 37.665133, -122.436651 37.67105), (-122.436183 37.653034, -122.436083 37.654034, -122.439283 37.653834, -122.440883 37.652634, -122.441984 37.649334, -122.446184 37.647834, -122.446884 37.646834, -122.45 37.647945, -122.447736 37.645156, -122.444384 37.642934, -122.440784 37.644634, -122.439684 37.643134, -122.436983 37.644534, -122.434583 37.645834, -122.433683 37.645034, -122.432683 37.645434, -122.431538 37.64741, -122.434083 37.646034, -122.435883 37.647934, -122.437383 37.650834, -122.437483 37.652234, -122.436183 37.653034))",South San Francisco city
182,Stanford CDP,0.0,0.0,0.9904761904761904,47.2,0.0,0.0,0.009523809523809523,0.4,6.0,85.0,6.0,recovery 2013-2017,0.000734947473999936,0.139919837986698,737.0,736.0,06,2801,73906,Stanford,57,CDP,"POLYGON ((-122.167708 37.443537, -122.166575 37.442738, -122.165875 37.441838, -122.165775 37.441238, -122.165346 37.441133, -122.164279 37.440634, -122.160775 37.437639, -122.160675 37.436939, -122.160375 37.437239, -122.151975 37.429839, -122.149475 37.427539, -122.154575 37.421639, -122.156575 37.419039, -122.157075 37.418439, -122.157475 37.417839, -122.149775 37.413939, -122.156075 37.406339, -122.161175 37.410139, -122.165375 37.412439, -122.168875 37.413239, -122.175338 37.418253, -122.176875 37.420039, -122.182676 37.421939, -122.185376 37.422039, -122.189876 37.424239, -122.190976 37.424139, -122.189835 37.428189, -122.190076 37.428939, -122.182622 37.434178, -122.182494 37.434277, -122.181876 37.434738, -122.180003 37.433582, -122.177862 37.43313, -122.178526 37.431633, -122.175069 37.430909, -122.17311 37.435837, -122.173002 37.43638, -122.172825 37.43631, -122.171275 37.439438, -122.170675 37.439238, -122.170975 37.440038, -122.170404 37.441024, -122.167375 37.441138, -122.168987 37.442366, -122.167708 37.443537))",Stanford CDP
183,Stinson Beach CDP,0.7742439024390244,23.2,0.175,4.2,0.02575609756097561,0.8,0.025,0.6,6.0,41.0,6.0,recovery 2013-2017,0.000291041075054732,0.148329410326989,559.0,558.0,06,2803,74172,Stinson Beach,57,CDP,"POLYGON ((-122.633992 37.911125, -122.63276 37.90661, -122.635491 37.899294, -122.635992 37.899126, -122.635492 37.898126, -122.635308 37.897242, -122.63041 37.889964, -122.627663 37.887965, -122.623491 37.887526, -122.6266689390453 37.88589163134812, -122.627113 37.88608, -122.628807157188 37.88756409960759, -122.639977 37.897349, -122.656519 37.904519, -122.6730723925363 37.90609102566332, -122.6777727950918 37.90653740868898, -122.680676 37.908021, -122.681164 37.908853, -122.680895 37.909225, -122.676402 37.907739, -122.670924 37.909074, -122.667794 37.908925, -122.657847 37.907327, -122.650893 37.904725, -122.648893 37.906125, -122.648693 37.906425, -122.648493 37.906525, -122.649393 37.907325, -122.646769 37.909486, -122.643393 37.910925, -122.633992 37.911125))",Stinson Beach CDP
184,Strawberry CDP,0.0,0.0,0.9587216739849226,74.8,0.0,0.0,0.041278326015077284,3.2,6.0,41.0,6.0,recovery 2013-2017,0.00037024684150011,0.148601894374579,562.0,561.0,06,2817,75315,Strawberry,57,CDP,"POLYGON ((-122.514385 37.908625, -122.510585 37.907825, -122.510785 37.909425, -122.503385 37.909325, -122.501757 37.90699, -122.502838 37.906922, -122.506528 37.905131, -122.507552 37.903814, -122.505104 37.901806, -122.503893 37.900689, -122.504584 37.900425, -122.504584 37.898925, -122.501713 37.898566, -122.501884 37.897625, -122.501484 37.896825, -122.503484 37.893626, -122.503084 37.895425, -122.504184 37.894326, -122.503284 37.892526, -122.503984 37.890826, -122.500684 37.886726, -122.501684 37.885226, -122.501256 37.884498, -122.499343 37.884106, -122.499931 37.887467, -122.501154 37.889244, -122.501986 37.889476, -122.502672 37.890442, -122.502525 37.891214, -122.500812 37.890867, -122.498756 37.887892, -122.498022 37.886308, -122.497642 37.880308, -122.496584 37.879026, -122.496684 37.877226, -122.497784 37.877326, -122.501784 37.880026, -122.503784 37.880526, -122.503284 37.881726, -122.504684 37.882826, -122.507984 37.883426, -122.509485 37.882526, -122.511385 37.884126, -122.509085 37.886126, -122.510185 37.887626, -122.512285 37.888426, -122.515385 37.885526, -122.516785 37.885826, -122.516685 37.887126, -122.516485 37.891126, -122.515879 37.899217, -122.515885 37.900825, -122.515758 37.902644, -122.517885 37.903125, -122.518246 37.903188, -122.518985 37.903325, -122.519485 37.903425, -122.519485 37.904325, -122.519485 37.904825, -122.519985 37.904925, -122.519985 37.905725, -122.523286 37.906025, -122.522786 37.907125, -122.517585 37.907525, -122.514518 37.908017, -122.514385 37.908625))",Strawberry CDP
185,Suisun City city,0.27180223045474444,20.275,0.4327833443059104,54.925,0.1531977695452556,10.425,0.1422166556940895,16.225,6.0,95.0,6.0,recovery 2013-2017,0.0010514062154996,0.243478648569643,410.0,409.0,06,2820,75630,Suisun City,58,city,"POLYGON ((-122.005806 38.265112, -122.005176 38.265112, -122.004476 38.264912, -122.005776 38.264212, -122.005376 38.263512, -122.005676 38.258513, -122.003976 38.253213, -122.001028 38.253193, -121.998176 38.253313, -121.993076 38.253213, -121.988344 38.253118, -121.988076 38.253113, -121.987827 38.26358, -121.987776 38.264812, -121.979687 38.264597, -121.981593 38.26147, -121.98235 38.254136, -121.977921 38.248432, -121.977921 38.243341, -121.988275 38.243413, -121.988319 38.238369, -121.988342 38.235776, -121.999572 38.235616, -122.002361 38.238929, -122.009245 38.241541, -122.020126 38.241875, -122.020176 38.242913, -122.028284 38.242915, -122.029516 38.243437, -122.029626 38.238813, -122.029576 38.238413, -122.029576 38.238118, -122.029576 38.237413, -122.02962 38.237173, -122.029662 38.236941, -122.029649 38.235246, -122.031976 38.233814, -122.035477 38.235214, -122.036477 38.235114, -122.037177 38.234714, -122.037593 38.233252, -122.038381 38.232944, -122.038514 38.232199, -122.037852 38.230499, -122.04226 38.230068, -122.042565 38.234668, -122.045727 38.235027, -122.045377 38.23564, -122.045934 38.235673, -122.045777 38.235914, -122.053277 38.235714, -122.053722 38.2355, -122.053997 38.236236, -122.053156 38.236236, -122.053277 38.236114, -122.050357 38.236154, -122.044777 38.237714, -122.044325 38.242604, -122.044277 38.243713, -122.043177 38.243613, -122.040185 38.244935, -122.038277 38.245813, -122.038157 38.245798, -122.037477 38.245713, -122.037525 38.246761, -122.019577 38.257113, -122.019877 38.258113, -122.019245 38.258144, -122.017587 38.258225, -122.017285 38.258394, -122.014708 38.257161, -122.014676 38.258489, -122.011915 38.260811, -122.011914 38.261185, -122.005806 38.265112))",Suisun City city
186,Suisun City city,0.27180223045474444,20.275,0.4327833443059104,54.925,0.1531977695452556,10.425,0.1422166556940895,16.225,6.0,95.0,6.0,recovery 2013-2017,3.09357555000056e-05,0.0227484810815926,415.0,414.0,06,2820,75630,Suisun City,58,city,"POLYGON ((-121.974008 38.243281, -121.97396 38.250146, -121.969391 38.250091, -121.969575 38.243213, -121.974008 38.243281))",Suisun City city
187,Sunnyvale city,0.13221842601567754,7.917647058823531,0.8206081186568405,53.68235294117647,0.008958044572557762,0.5705882352941176,0.038215410754924115,3.5294117647058822,6.0,85.0,6.0,recovery 2013-2017,0.00596054418049952,0.544106451760241,728.0,727.0,06,2835,77000,Sunnyvale,58,city,"POLYGON ((-122.045271 37.460276, -122.045572 37.443239, -121.994671 37.41694, -121.98687 37.41694, -121.98677 37.41214, -121.986836 37.397156, -121.986836 37.397063, -121.986838 37.396502, -121.987098 37.396503, -121.987341 37.396502, -121.987342 37.395878, -121.987348 37.393134, -121.987275 37.388771, -121.987279 37.38849, -121.987353 37.38014, -121.98827 37.38014, -121.98817 37.377341, -121.99627 37.377241, -122.00287 37.377241, -122.00427 37.377141, -122.00437 37.376841, -122.00537 37.373941, -121.996457 37.373827, -121.99627 37.373841, -121.98717 37.373941, -121.98267 37.373941, -121.98267 37.370641, -121.98267 37.370239, -121.98757 37.370241, -121.99637 37.370341, -121.99647 37.370041, -121.99637 37.366541, -121.99647 37.366541, -121.99637 37.361541, -121.99637 37.360441, -121.99987 37.359241, -122.00067 37.359241, -122.00067 37.358241, -122.00127 37.353541, -122.00127 37.353846, -122.001734 37.352041, -122.00117 37.352041, -122.00047 37.352041, -122.000457 37.345013, -122.002149 37.344922, -122.00227 37.344941, -122.00337 37.345041, -122.00337 37.341241, -121.99997 37.341241, -121.99597 37.341141, -121.99587 37.339441, -121.99597 37.337741, -122.00287 37.337641, -122.00747 37.337641, -122.01447 37.337641, -122.01667 37.337541, -122.01677 37.333142, -122.02017 37.333141, -122.01977 37.337541, -122.021671 37.337541, -122.022371 37.337541, -122.030571 37.337541, -122.032571 37.338141, -122.032613 37.338731, -122.032634 37.339543, -122.036886 37.339236, -122.037271 37.337241, -122.041671 37.337541, -122.043971 37.337541, -122.043971 37.334341, -122.045171 37.334241, -122.045171 37.337441, -122.050371 37.337241, -122.050971 37.337241, -122.051671 37.333441, -122.055272 37.330241, -122.057266 37.331645, -122.057272 37.332841, -122.057272 37.333641, -122.057272 37.334441, -122.058172 37.337241, -122.058372 37.337341, -122.059472 37.339141, -122.059757 37.337344, -122.0598 37.337343, -122.060422 37.337341, -122.060572 37.337441, -122.061072 37.337341, -122.062672 37.337341, -122.063172 37.339341, -122.065472 37.342141, -122.065572 37.343641, -122.065472 37.347541, -122.062972 37.351341, -122.063372 37.351841, -122.061772 37.353641, -122.061372 37.353641, -122.061072 37.357041, -122.062372 37.358441, -122.062272 37.359341, -122.061907 37.360892, -122.062972 37.366441, -122.062172 37.368241, -122.058372 37.37444, -122.060172 37.37514, -122.058172 37.38124, -122.053172 37.38384, -122.052672 37.38544, -122.052472 37.38554, -122.052372 37.38574, -122.052363 37.385777, -122.047711 37.386012, -122.047272 37.38724, -122.046872 37.38764, -122.044672 37.39414, -122.046972 37.39474, -122.045172 37.39964, -122.046772 37.39994, -122.047572 37.40144, -122.047072 37.40304, -122.037372 37.40084, -122.037372 37.41184, -122.037372 37.41914, -122.034672 37.426439, -122.043572 37.427239, -122.049172 37.426139, -122.058272 37.426639, -122.059673 37.434039, -122.060006 37.443622, -122.059673 37.464087, -122.051244 37.459007, -122.047825 37.459007, -122.045271 37.460276), (-121.99617 37.39924, -121.99587 37.39924, -121.996071 37.40014, -121.99617 37.39924), (-122.03711 37.369028, -122.036881 37.368059, -122.035051 37.366541, -122.033912 37.366629, -122.033927 37.367277, -122.035239 37.367681, -122.035271 37.368641, -122.03711 37.369028), (-122.015371 37.353441, -122.016871 37.351941, -122.015082 37.351941, -122.01443 37.351939, -122.014421 37.352335, -122.01437 37.352741, -122.015371 37.353441))",Sunnyvale city
188,Sunol CDP,0.0,0.0,0.9735804860794056,132.0,0.0,0.0,0.026419513920594332,2.6,6.0,1.0,6.0,recovery 2013-2017,0.00867532184820896,0.630672725017968,647.0,646.0,06,2837,77042,Sunol,57,CDP,"POLYGON ((-121.94817 37.650531, -121.927369 37.649831, -121.922768 37.649913, -121.914927 37.649898, -121.915096 37.634588, -121.911623 37.632519, -121.910269 37.627432, -121.90891 37.625996, -121.904297 37.622506, -121.90308 37.621485, -121.901967 37.620236, -121.899511 37.622334, -121.891299 37.625297, -121.890683 37.622516, -121.889675 37.621641, -121.883589 37.623145, -121.884163 37.626006, -121.883255 37.626241, -121.882927 37.626262, -121.881868 37.626362, -121.881568 37.626232, -121.881668 37.627132, -121.886068 37.634032, -121.886868 37.636732, -121.884168 37.636532, -121.879042 37.635736, -121.87922 37.636711, -121.878348 37.63706, -121.876029 37.636487, -121.87493 37.639311, -121.877529 37.639913, -121.877318 37.640553, -121.876233 37.640685, -121.877228 37.640778, -121.877167 37.640931, -121.877134 37.640982, -121.870736 37.640866, -121.870682 37.640986, -121.867467 37.640761, -121.867223 37.643367, -121.859598 37.642777, -121.859093 37.64158, -121.856568 37.639727, -121.856346 37.646744, -121.834496 37.633673, -121.834799 37.653787, -121.828952 37.653859, -121.824033 37.652383, -121.824206 37.641635, -121.815005 37.635132, -121.815116 37.631838, -121.809914 37.628015, -121.808632 37.626486, -121.812065 37.623695, -121.815276 37.622067, -121.812603 37.620195, -121.812421 37.620067, -121.818766 37.614132, -121.817114 37.613967, -121.851237 37.59308, -121.865167 37.577034, -121.853267 37.535835, -121.854167 37.533635, -121.853667 37.531335, -121.850849 37.525292, -121.858789 37.525109, -121.85907 37.521331, -121.864394 37.521109, -121.863567 37.517136, -121.868167 37.519136, -121.885668 37.522736, -121.883568 37.530435, -121.882368 37.530835, -121.882268 37.532435, -121.889268 37.540735, -121.889568 37.548335, -121.893068 37.553435, -121.902268 37.548635, -121.906269 37.551435, -121.907969 37.551235, -121.909869 37.555735, -121.914969 37.556135, -121.917021 37.560224, -121.917119 37.560902, -121.919399 37.56104, -121.919094 37.559763, -121.9225150523437 37.55844002587891, -121.923369 37.557435, -121.924969 37.557435, -121.924969 37.560335, -121.9244099253906 37.56171565820313, -121.9218899253906 37.56171565820313, -121.922469 37.566035, -121.927169 37.569434, -121.927969 37.570834, -121.931869 37.572634, -121.932769 37.573834, -121.932351 37.576397, -121.931447 37.576126, -121.929901 37.578701, -121.927569 37.579634, -121.926969 37.581934, -121.929969 37.584834, -121.932769 37.591834, -121.932667 37.605637, -121.927525 37.605639, -121.927522 37.616068, -121.927537 37.61696, -121.927725 37.627926, -121.932769 37.633732, -121.935569 37.637932, -121.938869 37.639732, -121.939569 37.642132, -121.94817 37.650531))",Sunol CDP
189,Sunol-Midtown CDP,0.8753334159772053,89.8,0.0,0.0,0.12466658402279478,13.0,0.0,0.0,6.0,85.0,6.0,recovery 2013-2017,2.36533964999841e-05,0.0257022860491632,806.0,805.0,06,2840,77049,Sunol-Midtown,57,CDP,"POLYGON ((-121.906497 37.326241, -121.904378 37.325241, -121.904266 37.323841, -121.907666 37.323541, -121.907566 37.322841, -121.907511 37.322513, -121.907813 37.322096, -121.908666 37.321741, -121.908666 37.323641, -121.912598 37.323447, -121.913767 37.324449, -121.913867 37.325741, -121.911667 37.325941, -121.911022 37.325997, -121.910192 37.326069, -121.908057 37.326155, -121.907522 37.326222, -121.906497 37.326241))",Sunol-Midtown CDP
190,Tamalpais-Homestead Valley CDP,0.0,0.0,0.9743205872994546,95.9,0.0,0.0,0.025679412700545343,2.8,6.0,41.0,6.0,recovery 2013-2017,0.00131789630099988,0.25951937378681,561.0,560.0,06,2869,77805,Tamalpais-Homestead Valley,57,CDP,"POLYGON ((-122.566788 37.903925, -122.567353 37.903652, -122.567186 37.903256, -122.566757 37.903912, -122.566119 37.904407, -122.565833 37.904118, -122.566288 37.903725, -122.564888 37.901825, -122.564208 37.902122, -122.563048 37.902429, -122.562488 37.902225, -122.562562 37.902141, -122.562412 37.901839, -122.562249 37.901474, -122.561009 37.901495, -122.559788 37.901525, -122.559367 37.901472, -122.558388 37.902125, -122.556804 37.90259, -122.555387 37.902025, -122.554087 37.901325, -122.546687 37.899925, -122.545187 37.900125, -122.542587 37.899725, -122.543387 37.898825, -122.54213 37.896914, -122.541887 37.896725, -122.538386 37.896426, -122.537786 37.896825, -122.535786 37.895026, -122.534386 37.895226, -122.531603 37.8937, -122.532986 37.892326, -122.531486 37.891826, -122.529286 37.890426, -122.527086 37.889626, -122.525986 37.887726, -122.524585 37.886626, -122.517185 37.881226, -122.517185 37.880226, -122.516185 37.878926, -122.512096 37.877033, -122.508484 37.873726, -122.508543 37.872461, -122.508427 37.87226, -122.510384 37.872581, -122.510892 37.874764, -122.511985 37.875426, -122.518947 37.876133, -122.520285 37.869126, -122.512984 37.863427, -122.511184 37.862727, -122.510684 37.861727, -122.509584 37.860427, -122.511284 37.859427, -122.512084 37.857627, -122.507284 37.855627, -122.514184 37.857027, -122.521485 37.856327, -122.524885 37.854727, -122.524185 37.852327, -122.525785 37.850027, -122.526385 37.850027, -122.533186 37.853827, -122.533786 37.856127, -122.533086 37.858827, -122.535086 37.861227, -122.534486 37.862227, -122.535786 37.861727, -122.536786 37.861927, -122.538686 37.865027, -122.537186 37.865926, -122.538586 37.868526, -122.540186 37.870126, -122.543186 37.870526, -122.544386 37.869526, -122.545686 37.867926, -122.548787 37.867026, -122.551187 37.867426, -122.549787 37.868826, -122.550487 37.870126, -122.551287 37.870426, -122.551487 37.870726, -122.553187 37.879126, -122.553287 37.884226, -122.554187 37.883526, -122.554687 37.885326, -122.554387 37.887626, -122.556187 37.892026, -122.557287 37.893426, -122.558688 37.895626, -122.562788 37.899825, -122.564388 37.900325, -122.565688 37.900125, -122.568183 37.901132, -122.576789 37.909125, -122.577089 37.909925, -122.574289 37.907725, -122.571988 37.906925, -122.570388 37.907025, -122.567088 37.905595, -122.567027 37.905089, -122.566788 37.903925))",Tamalpais-Homestead Valley CDP
191,Tara Hills CDP,0.08552631578947369,6.5,0.6341759056146201,52.5,0.014473684210526316,1.1,0.26582409438537985,21.9,6.0,13.0,6.0,recovery 2013-2017,0.000206316999500085,0.0731269224861649,495.0,494.0,06,2871,77924,Tara Hills,57,CDP,"POLYGON ((-122.31794 38.002692, -122.317681 38.002822, -122.317128 38.002088, -122.318234 38.001472, -122.317787 37.999557, -122.316294 37.997391, -122.315981 37.997422, -122.315336 37.997565, -122.314481 37.997622, -122.314084 37.998263, -122.314016 37.998289, -122.31317 37.9982, -122.313081 37.999022, -122.311384 37.999683, -122.311081 37.999122, -122.310681 37.998122, -122.310381 37.997622, -122.309581 37.996422, -122.309181 37.995822, -122.307481 37.994122, -122.307281 37.992922, -122.311081 37.990322, -122.314681 37.990522, -122.314581 37.990022, -122.314281 37.987922, -122.315981 37.985322, -122.316964 37.985891, -122.317781 37.986822, -122.327381 37.990822, -122.330981 37.991722, -122.333081 37.991122, -122.332281 37.992022, -122.327681 37.996222, -122.322981 38.000122, -122.31794 38.002692))",Tara Hills CDP
192,Temelec CDP,0.0,0.0,0.9297634146864292,59.7,0.0,0.0,0.07023658531357069,7.3,6.0,97.0,6.0,recovery 2013-2017,0.000453519811999703,0.102329052014442,409.0,408.0,06,2879,78126,Temelec,57,CDP,"POLYGON ((-122.498989 38.267599, -122.490592 38.269015, -122.487692 38.265515, -122.483492 38.260515, -122.489292 38.258715, -122.483926 38.257575, -122.481392 38.255115, -122.487892 38.252615, -122.489592 38.252015, -122.498612 38.249115, -122.499524 38.248715, -122.500324 38.247611, -122.501092 38.247015, -122.504709 38.247222, -122.513393 38.249915, -122.517993 38.257415, -122.516031 38.257201, -122.510492 38.258002, -122.508875 38.259452, -122.508341 38.262175, -122.507349 38.263419, -122.504953 38.264701, -122.502192 38.265315, -122.501592 38.265115, -122.501492 38.265415, -122.498792 38.266615, -122.498892 38.267015, -122.498989 38.267599))",Temelec CDP
193,Tiburon town,0.0,0.0,0.9899478810208209,104.4,0.0,0.0,0.010052118979179023,1.1,6.0,41.0,6.0,recovery 2013-2017,0.00122047220320145,0.252302157228465,554.0,553.0,06,2903,78666,Tiburon,60,town,"POLYGON ((-122.4834900950438 37.92072704209099, -122.4792046197865 37.91901285265244, -122.481984 37.917125, -122.482187 37.916881, -122.483167 37.917078, -122.479684 37.914625, -122.477384 37.910025, -122.478031 37.907611, -122.4720969392089 37.90751128900958, -122.4722413070927 37.90404665282737, -122.4722709577008 37.90333507787585, -122.4722970145974 37.90270974719669, -122.4723027146808 37.9025729528169, -122.4696237830799 37.9009145665289, -122.470784 37.900225, -122.468884 37.895925, -122.468499 37.895913, -122.467491 37.895881, -122.462683 37.896425, -122.462653 37.894278, -122.463466 37.893688, -122.449983 37.886026, -122.453383 37.882226, -122.447383 37.879826, -122.445183 37.876726, -122.444983 37.876826, -122.4435358739664 37.87658481232824, -122.4500495594669 37.87115674283095, -122.4544979179829 37.87031516019924, -122.455883 37.871326, -122.456483 37.872026, -122.456847 37.872463, -122.456983 37.872626, -122.457443 37.872657, -122.457683 37.873038, -122.458725 37.873853, -122.459783 37.874326, -122.459477 37.874372, -122.459535 37.8745, -122.460183 37.876226, -122.463383 37.878826, -122.466483 37.881726, -122.471984 37.883926, -122.471884 37.883126, -122.472384 37.883226, -122.472684 37.883426, -122.478484 37.887626, -122.481284 37.885826, -122.482384 37.884126, -122.487984 37.874326, -122.490184 37.875126, -122.492784 37.875426, -122.496684 37.884626, -122.49986 37.893647, -122.496215 37.895249, -122.49999 37.898364, -122.501713 37.898566, -122.504584 37.898925, -122.504584 37.900425, -122.503893 37.900689, -122.505104 37.901806, -122.507552 37.903814, -122.506528 37.905131, -122.502838 37.906922, -122.501757 37.90699, -122.498398 37.909171, -122.497212 37.90918, -122.494253 37.90809, -122.492033 37.906811, -122.487284 37.908076, -122.482029 37.905447, -122.481927 37.903638, -122.479637 37.903648, -122.479455 37.904013, -122.479299 37.905027, -122.478756 37.905376, -122.480284 37.906225, -122.482684 37.906725, -122.489008 37.913098, -122.488562 37.91448, -122.487539 37.914411, -122.486959 37.915167, -122.489184 37.915325, -122.485884 37.920125, -122.485684 37.920625, -122.4834900950438 37.92072704209099))",Tiburon town
194,Tiburon town,0.0,0.0,0.9899478810208209,104.4,0.0,0.0,0.010052118979179023,1.1,6.0,41.0,6.0,recovery 2013-2017,0.000415815915213334,0.0784879134192715,580.0,579.0,06,2903,78666,Tiburon,60,town,"POLYGON ((-122.4187121728835 37.85271695911066, -122.4344027702547 37.85243424374427, -122.4433019345115 37.85544848038803, -122.4463161683737 37.86104634168563, -122.4385652860677 37.86836662590931, -122.4309579299656 37.87224206984385, -122.4214529802205 37.86997223150908, -122.421341090185 37.86994551150543, -122.4184703880897 37.86176401720945, -122.4184703880897 37.85272131562271, -122.4187121728835 37.85271695911066))",Tiburon town
195,Tomales CDP,0.2,7.6,0.7702599742599744,36.0,0.0,0.0,0.02974002574002574,1.2,6.0,41.0,6.0,recovery 2013-2017,7.90570515001136e-05,0.0485081578421049,414.0,413.0,06,2909,78890,Tomales,57,CDP,"POLYGON ((-122.904255 38.252456, -122.904235 38.252456, -122.904665 38.248369, -122.904656 38.248368, -122.901093 38.245441, -122.901094 38.245416, -122.898187 38.244492, -122.897304 38.242278, -122.902586 38.242348, -122.905258 38.240632, -122.905112 38.242074, -122.904879 38.245194, -122.904909 38.245195, -122.911567 38.245349, -122.911546 38.24756, -122.911499 38.252675, -122.904255 38.252456))",Tomales CDP
