Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone
6001443301,"Census Tract 4433.01, Alameda County, California",3784,194,3432,1284,77,1866,352,207,0,0,0
6001443302,"Census Tract 4433.02, Alameda County, California",5608,485,5332,1527,313,3303,276,76,0,0,0
6001444100,"Census Tract 4441, Alameda County, California",7575,556,5935,3638,132,1648,1640,1001,0,0,40
6001444200,"Census Tract 4442, Alameda County, California",5942,481,4381,2653,82,1461,1561,595,46,0,33
6001444300,"Census Tract 4443, Alameda County, California",8571,815,5569,2023,619,2333,3002,1404,32,72,0
6001444400,"Census Tract 4444, Alameda County, California",5148,537,2254,1262,168,726,2894,997,0,0,66
6001444500,"Census Tract 4445, Alameda County, California",6257,565,3588,1251,128,2051,2669,770,0,9,59
6001444600,"Census Tract 4446, Alameda County, California",8124,459,6660,2716,474,2974,1464,607,0,0,15
6001450100,"Census Tract 4501, Alameda County, California",12325,507,10202,4225,2373,3159,2123,915,22,21,0
6001450200,"Census Tract 4502, Alameda County, California",4634,369,4088,2818,312,554,546,360,0,0,0
6001450300,"Census Tract 4503, Alameda County, California",5113,420,4457,3423,274,583,656,529,0,0,0
6001450400,"Census Tract 4504, Alameda County, California",6084,323,5207,4080,35,931,877,592,0,0,11
6001450500,"Census Tract 4505, Alameda County, California",7451,351,6920,5208,227,1324,531,171,0,0,89
6001450601,"Census Tract 4506.01, Alameda County, California",3187,257,2947,2131,0,618,240,188,0,0,0
6001450602,"Census Tract 4506.02, Alameda County, California",8275,459,7270,4879,262,1728,1005,459,0,0,15
6001450603,"Census Tract 4506.03, Alameda County, California",4473,419,3841,3030,0,699,632,505,0,0,0
6001450604,"Census Tract 4506.04, Alameda County, California",4729,225,4421,3783,160,478,308,218,0,0,0
6001450605,"Census Tract 4506.05, Alameda County, California",3424,211,3192,2714,10,335,232,204,0,0,1
6001450606,"Census Tract 4506.06, Alameda County, California",5611,211,5327,3915,38,1149,284,241,0,0,0
6001450607,"Census Tract 4506.07, Alameda County, California",4533,514,3822,2684,137,866,711,180,0,0,10
6001450701,"Census Tract 4507.01, Alameda County, California",7740,333,7256,5483,104,1358,484,360,0,0,0
6001450703,"Census Tract 4507.03, Alameda County, California",8129,414,7535,4278,99,2624,594,388,0,19,0
6001450721,"Census Tract 4507.21, Alameda County, California",7398,535,7017,3755,162,2678,381,198,0,0,13
6001450722,"Census Tract 4507.22, Alameda County, California",9627,590,8297,4403,302,3231,1330,426,61,0,35
6001450741,"Census Tract 4507.41, Alameda County, California",4095,376,3448,3020,37,351,647,417,0,0,0
6001450742,"Census Tract 4507.42, Alameda County, California",4302,209,4057,3221,68,591,245,161,0,0,7
6001451101,"Census Tract 4511.01, Alameda County, California",6706,477,5601,4258,106,955,1105,934,0,2,5
6001451102,"Census Tract 4511.02, Alameda County, California",3973,235,3635,3113,0,281,338,168,0,0,0
6001451201,"Census Tract 4512.01, Alameda County, California",6198,661,5484,3983,190,988,714,191,0,0,0
6001451202,"Census Tract 4512.02, Alameda County, California",3370,278,2643,2328,10,156,727,418,0,28,11
6001451300,"Census Tract 4513, Alameda County, California",6455,438,5381,4587,0,505,1074,495,0,0,0
6001451401,"Census Tract 4514.01, Alameda County, California",5172,418,4216,3312,119,559,956,566,15,0,0
6001451402,"Census Tract 4514.02, Alameda County, California",8700,671,5250,4103,288,618,3450,1664,0,0,0
6001451501,"Census Tract 4515.01, Alameda County, California",4737,420,4082,3343,253,350,655,129,0,109,20
6001451502,"Census Tract 4515.02, Alameda County, California",7578,361,6350,5825,14,341,1228,542,50,0,0
6001451503,"Census Tract 4515.03, Alameda County, California",5463,409,4418,3700,43,380,1045,729,0,0,0
6001451601,"Census Tract 4516.01, Alameda County, California",4150,364,3694,3225,24,299,456,185,0,0,9
6001451602,"Census Tract 4516.02, Alameda County, California",6137,442,5353,4707,0,388,784,373,0,0,11
6001451701,"Census Tract 4517.01, Alameda County, California",3259,264,2423,2171,33,30,836,475,0,0,8
6001451702,"Census Tract 4517.02, Alameda County, California",8819,466,7579,6388,171,626,1240,684,0,0,24
6003010000,"Census Tract 100, Alpine County, California",1153,159,1126,818,0,29,27,14,0,9,0
6005000100,"Census Tract 1, Amador County, California",6192,532,5945,5522,21,0,247,182,0,0,0
6005000200,"Census Tract 2, Amador County, California",4889,416,4401,4115,9,77,488,202,0,0,0
6005000301,"Census Tract 3.01, Amador County, California",5791,287,3971,2928,705,86,1820,814,11,0,0
6005000302,"Census Tract 3.02, Amador County, California",8389,603,7759,6833,24,94,630,559,0,0,0
6005000401,"Census Tract 4.01, Amador County, California",4563,462,4336,4000,0,90,227,207,0,0,0
6005000402,"Census Tract 4.02, Amador County, California",5552,486,5205,4920,71,75,347,175,0,0,0
6005000500,"Census Tract 5, Amador County, California",2663,368,2402,2340,0,19,261,177,0,15,0
6007000101,"Census Tract 1.01, Butte County, California",7840,571,6975,5963,187,242,865,291,20,35,0
6007000102,"Census Tract 1.02, Butte County, California",3584,340,3141,2733,38,93,443,355,0,8,0
6007000201,"Census Tract 2.01, Butte County, California",3481,317,3044,2703,11,58,437,217,0,35,0
6007000202,"Census Tract 2.02, Butte County, California",3161,322,2741,2555,67,71,420,243,0,0,0
6007000300,"Census Tract 3, Butte County, California",4163,437,3399,3002,0,105,764,445,0,0,0
6007000400,"Census Tract 4, Butte County, California",8550,515,7771,7477,35,136,779,425,0,20,0
6007000501,"Census Tract 5.01, Butte County, California",4707,651,3996,3500,56,147,711,187,0,0,0
6007000502,"Census Tract 5.02, Butte County, California",4857,538,3955,3048,298,249,902,352,0,0,13
6007000601,"Census Tract 6.01, Butte County, California",3499,390,3108,2803,43,145,391,292,0,0,0
6007000603,"Census Tract 6.03, Butte County, California",3625,622,3227,2634,40,371,398,135,0,0,0
6007000604,"Census Tract 6.04, Butte County, California",4637,520,3780,3144,53,223,857,454,39,0,0
6007000700,"Census Tract 7, Butte County, California",4703,430,4313,3710,24,244,390,290,0,0,0
6007000800,"Census Tract 8, Butte County, California",5595,474,5329,4578,56,323,266,114,0,0,0
6007000900,"Census Tract 9, Butte County, California",14417,737,12549,11188,228,542,1868,1279,3,54,5
6007001000,"Census Tract 10, Butte County, California",5268,768,4368,3989,136,0,900,411,0,0,0
6007001100,"Census Tract 11, Butte County, California",4269,457,3928,3616,67,84,341,195,0,5,0
6007001200,"Census Tract 12, Butte County, California",3844,521,3437,2991,0,366,407,86,49,24,0
6007001300,"Census Tract 13, Butte County, California",3520,528,2613,1963,21,314,907,414,0,55,0
6007001400,"Census Tract 14, Butte County, California",5664,385,4943,4709,0,114,721,672,0,0,10
6007001500,"Census Tract 15, Butte County, California",5374,388,4947,4495,0,258,427,187,0,0,0
6007001600,"Census Tract 16, Butte County, California",5305,569,4768,4397,59,67,537,317,0,22,8
6007001701,"Census Tract 17.01, Butte County, California",6142,590,5857,5495,0,169,285,111,0,11,0
6007001702,"Census Tract 17.02, Butte County, California",5911,448,5476,5201,36,79,435,331,0,0,0
6007001800,"Census Tract 18, Butte County, California",6216,462,5865,5533,0,77,351,257,0,31,0
6007001900,"Census Tract 19, Butte County, California",3547,352,3401,3069,0,77,146,97,0,0,0
6007002000,"Census Tract 20, Butte County, California",5023,487,4529,4290,0,47,494,302,0,0,0
6007002100,"Census Tract 21, Butte County, California",4307,421,4062,3678,36,121,245,82,0,0,0
6007002200,"Census Tract 22, Butte County, California",5182,401,4896,4802,0,0,286,246,0,0,0
6007002300,"Census Tract 23, Butte County, California",5066,373,4731,4306,32,72,335,142,0,0,0
6007002400,"Census Tract 24, Butte County, California",5122,366,4833,4283,103,73,289,118,0,8,0
6007002500,"Census Tract 25, Butte County, California",4714,415,4315,3040,220,812,399,202,0,0,0
6007002600,"Census Tract 26, Butte County, California",6291,626,6172,5713,30,192,119,119,0,0,0
6007002700,"Census Tract 27, Butte County, California",4801,424,4265,3828,172,99,536,114,7,6,0
6007002800,"Census Tract 28, Butte County, California",3697,443,3437,2931,148,129,260,96,0,12,0
6007002900,"Census Tract 29, Butte County, California",7963,748,7302,5570,302,1042,661,465,0,99,0
6007003000,"Census Tract 30, Butte County, California",6600,915,5749,3704,746,902,851,539,0,67,0
6007003100,"Census Tract 31, Butte County, California",4780,344,4352,3996,35,35,428,36,0,7,0
6007003200,"Census Tract 32, Butte County, California",3982,458,2540,2263,13,6,1442,402,0,27,0
6007003300,"Census Tract 33, Butte County, California",4881,595,3651,3232,0,126,1230,271,11,76,0
6007003400,"Census Tract 34, Butte County, California",2921,353,1648,1410,0,205,1273,706,0,3,2
6007003500,"Census Tract 35, Butte County, California",7404,528,4248,3699,0,191,3156,1600,68,0,0
6007003600,"Census Tract 36, Butte County, California",3304,385,2468,2258,0,100,836,366,9,18,0
6009000110,"Census Tract 1.10, Calaveras County, California",9315,626,8103,7666,10,197,1212,921,0,0,0
6009000120,"Census Tract 1.20, Calaveras County, California",4229,491,4013,3652,231,42,216,192,0,0,0
6009000210,"Census Tract 2.10, Calaveras County, California",9773,655,8359,7566,167,257,1414,1109,0,17,0
6009000220,"Census Tract 2.20, Calaveras County, California",6402,618,5495,5095,77,96,907,590,0,24,0
6009000300,"Census Tract 3, Calaveras County, California",6621,628,6299,6065,38,49,322,219,0,0,0
6009000400,"Census Tract 4, Calaveras County, California",4680,634,4303,3494,128,32,377,158,0,0,0
6009000500,"Census Tract 5, Calaveras County, California",5528,689,5411,5367,0,0,117,19,0,0,0
6011000100,"Census Tract 1, Colusa County, California",5002,363,2098,1850,0,66,2904,1084,0,14,0
6011000200,"Census Tract 2, Colusa County, California",5290,368,3362,2816,26,59,1928,1014,0,114,18
6011000300,"Census Tract 3, Colusa County, California",5923,398,1767,1500,162,7,4156,2048,12,12,0
6011000400,"Census Tract 4, Colusa County, California",2402,291,1574,1439,39,8,828,435,0,0,0
6011000500,"Census Tract 5, Colusa County, California",2384,295,1537,1461,2,27,847,335,0,0,0
6013301000,"Census Tract 3010, Contra Costa County, California",3604,517,2892,2790,23,58,712,380,0,0,0
6013302002,"Census Tract 3020.02, Contra Costa County, California",10258,729,6062,4569,763,276,4196,1682,42,8,0
6013302003,"Census Tract 3020.03, Contra Costa County, California",10317,612,6622,5419,468,571,3695,1999,27,75,0
6013302004,"Census Tract 3020.04, Contra Costa County, California",14514,870,10553,6281,2370,1212,3961,1442,0,29,63
6013303100,"Census Tract 3031, Contra Costa County, California",15086,646,9256,6429,1029,666,5830,3221,28,35,18
6013303200,"Census Tract 3032, Contra Costa County, California",37710,999,29498,22301,2728,2602,8212,4247,103,62,26
6013304000,"Census Tract 3040, Contra Costa County, California",16733,1001,14840,12643,579,1109,1893,741,25,0,38
6013305000,"Census Tract 3050, Contra Costa County, California",5735,720,3566,2723,567,30,2169,430,0,27,0
6013306001,"Census Tract 3060.01, Contra Costa County, California",8431,743,5703,4264,900,97,2728,1462,16,37,0
6013306002,"Census Tract 3060.02, Contra Costa County, California",3481,426,2394,1734,386,25,1087,198,40,0,0
6013307101,"Census Tract 3071.01, Contra Costa County, California",4134,321,2828,2045,364,200,1306,369,0,0,25
6013307102,"Census Tract 3071.02, Contra Costa County, California",4779,487,2446,1893,358,139,2333,694,8,16,0
6013307201,"Census Tract 3072.01, Contra Costa County, California",2558,348,1413,737,315,304,1145,413,0,0,0
6013307202,"Census Tract 3072.02, Contra Costa County, California",3749,625,2202,630,1341,166,1547,539,20,11,0
6013307204,"Census Tract 3072.04, Contra Costa County, California",4007,295,2388,1904,0,233,1619,668,0,7,26
6013307205,"Census Tract 3072.05, Contra Costa County, California",6661,711,3942,2602,1004,324,2719,906,17,18,0
6013308001,"Census Tract 3080.01, Contra Costa County, California",7234,656,5015,3857,748,149,2219,1010,0,49,113
6013308002,"Census Tract 3080.02, Contra Costa County, California",4506,359,3319,1675,714,845,1187,615,0,0,20
6013309000,"Census Tract 3090, Contra Costa County, California",2916,246,2504,728,915,710,412,280,0,0,0
6013310000,"Census Tract 3100, Contra Costa County, California",5060,557,2890,823,1261,422,2170,797,25,0,0
6013311000,"Census Tract 3110, Contra Costa County, California",4610,611,2518,430,1287,605,2092,919,67,0,0
6013312000,"Census Tract 3120, Contra Costa County, California",2292,464,1427,185,921,265,865,285,0,0,0
6013313101,"Census Tract 3131.01, Contra Costa County, California",7267,807,4707,2072,1290,847,2560,732,72,47,0
6013313102,"Census Tract 3131.02, Contra Costa County, California",4394,576,2876,1038,754,606,1518,535,0,7,0
6013313103,"Census Tract 3131.03, Contra Costa County, California",7316,611,5594,2651,1476,1022,1722,616,34,36,0
6013313201,"Census Tract 3132.01, Contra Costa County, California",8804,775,4193,1255,784,1135,4611,2242,13,0,17
6013313202,"Census Tract 3132.02, Contra Costa County, California",9292,772,5212,2714,1032,1116,4080,1879,54,23,34
6013314102,"Census Tract 3141.02, Contra Costa County, California",6678,597,2772,1058,657,778,3906,1833,0,49,0
6013314103,"Census Tract 3141.03, Contra Costa County, California",5674,531,3131,1071,1229,678,2543,1180,17,97,0
6013314104,"Census Tract 3141.04, Contra Costa County, California",7167,590,3609,1580,1374,255,3558,1536,0,0,0
6013314200,"Census Tract 3142, Contra Costa County, California",6491,624,2595,1683,313,178,3896,1661,0,16,0
6013315000,"Census Tract 3150, Contra Costa County, California",4157,393,3227,1992,404,644,930,483,0,26,24
6013316000,"Census Tract 3160, Contra Costa County, California",1413,341,1099,740,230,57,314,33,0,0,0
6013317000,"Census Tract 3170, Contra Costa County, California",1916,242,1642,1513,5,15,274,241,16,0,0
6013318000,"Census Tract 3180, Contra Costa County, California",3845,484,3145,2775,86,163,700,457,0,0,0
6013319000,"Census Tract 3190, Contra Costa County, California",7826,597,6684,5912,225,201,1142,563,0,14,0
6013320001,"Census Tract 3200.01, Contra Costa County, California",3632,282,3000,2482,196,106,632,387,0,0,0
6013320002,"Census Tract 3200.02, Contra Costa County, California",8142,492,7278,5714,272,934,864,411,0,55,0
6013321101,"Census Tract 3211.01, Contra Costa County, California",6076,437,5169,4351,62,491,907,781,0,0,0
6013321102,"Census Tract 3211.02, Contra Costa County, California",6678,284,5933,5035,59,659,745,358,0,0,0
6013321103,"Census Tract 3211.03, Contra Costa County, California",4855,326,4430,3691,157,475,425,241,0,0,0
6013321200,"Census Tract 3212, Contra Costa County, California",5502,434,4995,3072,90,1654,507,274,0,0,0
6013322000,"Census Tract 3220, Contra Costa County, California",6204,347,5588,4308,289,775,616,387,0,0,0
6013323000,"Census Tract 3230, Contra Costa County, California",3924,248,3577,2892,21,397,347,141,0,0,4
6013324000,"Census Tract 3240, Contra Costa County, California",9283,737,8216,5858,290,1601,1067,667,11,0,14
6013325000,"Census Tract 3250, Contra Costa County, California",5449,484,5017,4326,123,345,432,297,0,0,0
6013326000,"Census Tract 3260, Contra Costa County, California",3339,272,2876,2433,44,284,463,386,0,0,0
6013327000,"Census Tract 3270, Contra Costa County, California",6647,652,4602,3714,182,415,2045,1558,14,0,0
6013328000,"Census Tract 3280, Contra Costa County, California",2173,417,1806,1287,170,280,367,180,0,0,0
6013329000,"Census Tract 3290, Contra Costa County, California",6058,402,4461,3574,122,410,1597,529,0,0,13
6013330000,"Census Tract 3300, Contra Costa County, California",5851,522,3775,2760,73,520,2076,953,0,25,10
