Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone
6037406200,"Census Tract 4062, Los Angeles County, California",5237,519,2534,1607,349,529,2703,1318,0,60,0
6037406300,"Census Tract 4063, Los Angeles County, California",5150,477,3528,1362,157,1917,1622,395,38,0,28
6037406402,"Census Tract 4064.02, Los Angeles County, California",2191,281,1191,750,0,349,1000,483,0,0,0
6037406411,"Census Tract 4064.11, Los Angeles County, California",2138,385,314,147,0,140,1824,297,0,0,0
6037406412,"Census Tract 4064.12, Los Angeles County, California",2327,227,1146,734,60,295,1181,631,0,0,0
6037406500,"Census Tract 4065, Los Angeles County, California",6703,658,2358,1051,441,809,4345,1193,0,19,0
6037406601,"Census Tract 4066.01, Los Angeles County, California",5683,493,2292,1166,181,915,3391,1030,0,26,40
6037406602,"Census Tract 4066.02, Los Angeles County, California",5651,708,1969,877,360,732,3682,1538,0,0,0
6037406700,"Census Tract 4067, Los Angeles County, California",9074,693,3835,1438,153,2001,5239,2586,0,15,30
6037406800,"Census Tract 4068, Los Angeles County, California",4671,453,2189,907,96,1110,2482,825,0,41,0
6037406900,"Census Tract 4069, Los Angeles County, California",9303,750,1431,516,58,857,7872,3164,0,0,0
6037407001,"Census Tract 4070.01, Los Angeles County, California",5693,424,372,118,16,238,5321,1980,0,0,110
6037407002,"Census Tract 4070.02, Los Angeles County, California",3806,346,593,227,0,366,3213,1989,0,124,11
6037407101,"Census Tract 4071.01, Los Angeles County, California",5664,388,456,326,0,119,5208,2864,8,37,27
6037407102,"Census Tract 4071.02, Los Angeles County, California",6117,543,786,474,0,294,5331,2516,0,215,0
6037407200,"Census Tract 4072, Los Angeles County, California",7382,709,1234,437,0,759,6148,3671,158,43,0
6037407301,"Census Tract 4073.01, Los Angeles County, California",4205,542,720,204,69,447,3485,2054,0,0,0
6037407302,"Census Tract 4073.02, Los Angeles County, California",3501,327,548,236,0,312,2953,1218,0,15,17
6037407400,"Census Tract 4074, Los Angeles County, California",2143,284,1283,170,446,667,860,373,18,8,0
6037407500,"Census Tract 4075, Los Angeles County, California",8116,619,1584,673,51,759,6532,4441,0,0,49
6037407600,"Census Tract 4076, Los Angeles County, California",8223,623,916,471,0,445,7307,4808,46,0,0
6037407701,"Census Tract 4077.01, Los Angeles County, California",5112,481,1079,347,18,572,4033,2664,75,0,35
6037407702,"Census Tract 4077.02, Los Angeles County, California",6415,514,1234,415,22,797,5181,3579,37,0,0
6037407800,"Census Tract 4078, Los Angeles County, California",8215,627,2254,836,310,1004,5961,3886,48,122,0
6037407900,"Census Tract 4079, Los Angeles County, California",5769,544,1578,426,139,901,4191,2322,11,0,24
6037408001,"Census Tract 4080.01, Los Angeles County, California",8604,774,5279,1137,1038,2936,3325,1292,0,0,0
6037408002,"Census Tract 4080.02, Los Angeles County, California",7517,662,3187,896,512,1707,4330,2139,8,0,22
6037408101,"Census Tract 4081.01, Los Angeles County, California",7832,720,4597,806,798,2792,3235,1514,36,0,56
6037408102,"Census Tract 4081.02, Los Angeles County, California",8050,610,954,296,44,614,7096,4892,56,35,0
6037408132,"Census Tract 4081.32, Los Angeles County, California",10683,1074,1054,465,143,387,9629,7236,28,141,0
6037408133,"Census Tract 4081.33, Los Angeles County, California",5161,524,2707,619,216,1793,2454,913,0,0,0
6037408134,"Census Tract 4081.34, Los Angeles County, California",2637,213,1889,468,112,1197,748,314,17,0,11
6037408135,"Census Tract 4081.35, Los Angeles County, California",4030,297,2324,271,107,1868,1706,453,25,14,10
6037408202,"Census Tract 4082.02, Los Angeles County, California",2257,488,412,175,46,191,1845,331,0,0,45
6037408211,"Census Tract 4082.11, Los Angeles County, California",6409,682,3420,394,29,2986,2989,1066,0,21,0
6037408212,"Census Tract 4082.12, Los Angeles County, California",4500,369,3219,714,0,2220,1281,680,0,0,29
6037408301,"Census Tract 4083.01, Los Angeles County, California",5628,676,777,302,31,258,4851,1726,0,0,0
6037408302,"Census Tract 4083.02, Los Angeles County, California",3952,323,1019,516,0,467,2933,1324,0,0,36
6037408303,"Census Tract 4083.03, Los Angeles County, California",4101,436,1046,481,157,408,3055,1322,0,0,0
6037408401,"Census Tract 4084.01, Los Angeles County, California",3776,376,710,283,0,427,3066,2043,0,10,0
6037408402,"Census Tract 4084.02, Los Angeles County, California",5610,517,3064,1510,40,1446,2546,1374,0,0,21
6037408501,"Census Tract 4085.01, Los Angeles County, California",3336,581,705,257,0,380,2631,1283,0,32,0
6037408502,"Census Tract 4085.02, Los Angeles County, California",6853,642,3664,1148,158,2261,3189,1826,0,0,38
6037408503,"Census Tract 4085.03, Los Angeles County, California",5801,413,4347,1839,54,2346,1454,757,0,0,35
6037408601,"Census Tract 4086.01, Los Angeles County, California",6990,368,3003,995,135,1604,3987,2310,0,25,0
6037408623,"Census Tract 4086.23, Los Angeles County, California",3013,286,2099,405,80,1596,914,283,0,0,0
6037408624,"Census Tract 4086.24, Los Angeles County, California",3332,302,2591,517,23,1866,741,461,0,0,0
6037408625,"Census Tract 4086.25, Los Angeles County, California",4179,363,3072,1078,19,1809,1107,574,0,0,0
6037408626,"Census Tract 4086.26, Los Angeles County, California",4850,390,3582,443,85,2987,1268,618,0,0,0
6037408627,"Census Tract 4086.27, Los Angeles County, California",3073,251,2307,397,6,1778,766,115,0,0,0
6037408628,"Census Tract 4086.28, Los Angeles County, California",4864,284,4397,783,66,3431,467,374,0,0,12
6037408629,"Census Tract 4086.29, Los Angeles County, California",2617,307,2111,660,16,1416,506,212,0,0,0
6037408703,"Census Tract 4087.03, Los Angeles County, California",6811,506,6246,586,0,5602,565,503,0,0,0
6037408704,"Census Tract 4087.04, Los Angeles County, California",3004,303,2047,405,26,1616,957,472,0,23,0
6037408705,"Census Tract 4087.05, Los Angeles County, California",5097,326,3891,859,60,2917,1206,497,0,40,27
6037408706,"Census Tract 4087.06, Los Angeles County, California",1714,234,1423,311,0,1100,291,162,0,0,0
6037408721,"Census Tract 4087.21, Los Angeles County, California",7654,502,4046,473,83,3441,3608,856,0,0,10
6037408722,"Census Tract 4087.22, Los Angeles County, California",4335,370,3065,829,33,2120,1270,490,45,24,0
6037408800,"Census Tract 4088, Los Angeles County, California",3863,438,1319,438,258,582,2544,1300,24,0,0
6037430001,"Census Tract 4300.01, Los Angeles County, California",4673,338,3303,2193,179,783,1370,840,10,27,89
6037430002,"Census Tract 4300.02, Los Angeles County, California",6835,630,3493,1555,902,949,3342,1720,0,0,12
6037430101,"Census Tract 4301.01, Los Angeles County, California",5486,799,2984,1554,666,640,2502,1539,12,205,0
6037430102,"Census Tract 4301.02, Los Angeles County, California",4748,463,985,585,177,205,3763,1640,0,0,0
6037430200,"Census Tract 4302, Los Angeles County, California",1086,213,983,693,6,284,103,66,0,0,0
6037430301,"Census Tract 4303.01, Los Angeles County, California",4576,493,3862,3523,78,184,714,539,0,12,0
6037430302,"Census Tract 4303.02, Los Angeles County, California",5710,352,4268,3641,177,343,1442,843,51,0,0
6037430400,"Census Tract 4304, Los Angeles County, California",4260,287,3844,1546,0,2177,416,267,0,0,0
6037430501,"Census Tract 4305.01, Los Angeles County, California",4136,227,3733,3235,9,369,403,229,0,0,0
6037430502,"Census Tract 4305.02, Los Angeles County, California",6633,227,5514,4826,228,404,1119,660,0,0,0
6037430600,"Census Tract 4306, Los Angeles County, California",4283,364,3902,2025,58,1756,381,244,0,0,11
6037430701,"Census Tract 4307.01, Los Angeles County, California",5413,420,4913,1996,185,2515,500,349,19,37,0
6037430721,"Census Tract 4307.21, Los Angeles County, California",3253,348,3034,1493,23,1405,219,43,0,0,10
6037430723,"Census Tract 4307.23, Los Angeles County, California",4249,368,3530,1085,142,2303,719,389,0,0,15
6037430724,"Census Tract 4307.24, Los Angeles County, California",4706,303,4213,1112,0,2887,493,190,0,0,0
6037430801,"Census Tract 4308.01, Los Angeles County, California",6958,576,5739,1245,16,4361,1219,491,0,0,0
6037430802,"Census Tract 4308.02, Los Angeles County, California",4477,332,3865,1314,0,2409,612,235,0,11,17
6037430803,"Census Tract 4308.03, Los Angeles County, California",5421,297,4845,1705,0,3074,576,457,0,0,0
6037430900,"Census Tract 4309, Los Angeles County, California",9916,705,5958,3375,630,1448,3958,1621,22,4,17
6037431001,"Census Tract 4310.01, Los Angeles County, California",6669,568,3834,2892,173,542,2835,1413,32,0,0
6037431002,"Census Tract 4310.02, Los Angeles County, California",3157,269,2387,1479,504,359,770,366,0,0,22
6037431100,"Census Tract 4311, Los Angeles County, California",6426,512,2984,1045,1395,365,3442,1417,73,22,0
6037431200,"Census Tract 4312, Los Angeles County, California",6440,594,1549,693,418,398,4891,2850,61,9,0
6037431300,"Census Tract 4313, Los Angeles County, California",2760,331,1998,1359,125,363,762,209,0,0,0
6037431400,"Census Tract 4314, Los Angeles County, California",4037,331,2921,1310,24,1560,1116,647,0,0,13
6037431500,"Census Tract 4315, Los Angeles County, California",8761,816,5972,2395,78,2998,2789,1326,0,0,0
6037431600,"Census Tract 4316, Los Angeles County, California",3844,251,3608,774,0,2767,236,33,0,0,43
6037431700,"Census Tract 4317, Los Angeles County, California",5817,431,5460,1591,13,3721,357,237,0,0,0
6037431800,"Census Tract 4318, Los Angeles County, California",5588,536,5031,1730,63,3149,557,388,0,0,0
6037431900,"Census Tract 4319, Los Angeles County, California",4371,308,3691,1377,0,2246,680,213,0,0,23
6037432000,"Census Tract 4320, Los Angeles County, California",8523,556,7218,2668,89,4340,1305,564,51,0,44
6037432101,"Census Tract 4321.01, Los Angeles County, California",4408,278,3746,1264,42,2316,662,264,51,13,0
6037432102,"Census Tract 4321.02, Los Angeles County, California",6252,521,5068,1737,0,3210,1184,740,0,39,114
6037432201,"Census Tract 4322.01, Los Angeles County, California",5124,1068,3680,1052,123,2484,1444,710,0,10,0
6037432202,"Census Tract 4322.02, Los Angeles County, California",4294,353,2875,368,75,2432,1419,405,0,0,0
6037432300,"Census Tract 4323, Los Angeles County, California",3966,425,1779,461,9,1290,2187,801,0,0,0
6037432401,"Census Tract 4324.01, Los Angeles County, California",4007,393,1723,282,47,1320,2284,1138,0,22,0
6037432402,"Census Tract 4324.02, Los Angeles County, California",5788,505,2331,357,110,1844,3457,1216,0,43,0
6037432500,"Census Tract 4325, Los Angeles County, California",8651,766,3353,1068,115,2162,5298,3211,0,0,0
6037432601,"Census Tract 4326.01, Los Angeles County, California",6782,641,2983,246,91,2633,3799,1557,0,15,0
6037432602,"Census Tract 4326.02, Los Angeles County, California",5376,735,2416,436,41,1858,2960,1210,12,10,0
6037432700,"Census Tract 4327, Los Angeles County, California",5793,606,1231,227,0,1004,4562,2334,19,18,0
6037432801,"Census Tract 4328.01, Los Angeles County, California",2643,368,747,76,0,607,1896,895,0,40,0
6037432802,"Census Tract 4328.02, Los Angeles County, California",6606,606,1317,157,0,1160,5289,1426,0,0,0
6037432901,"Census Tract 4329.01, Los Angeles County, California",4379,320,3285,384,47,2782,1094,386,0,0,0
6037432902,"Census Tract 4329.02, Los Angeles County, California",3798,309,2220,357,40,1669,1578,640,0,0,0
6037433100,"Census Tract 4331, Los Angeles County, California",7962,1084,3912,235,74,3593,4050,2783,0,0,0
6037433200,"Census Tract 4332, Los Angeles County, California",6645,494,1993,420,12,1355,4652,1993,0,0,81
6037433301,"Census Tract 4333.01, Los Angeles County, California",9754,637,2569,162,65,2342,7185,2627,79,0,0
6037433302,"Census Tract 4333.02, Los Angeles County, California",1637,416,285,77,8,188,1352,416,0,119,0
6037433303,"Census Tract 4333.03, Los Angeles County, California",6984,641,2072,197,6,1822,4912,1878,0,0,0
6037433401,"Census Tract 4334.01, Los Angeles County, California",3455,609,1201,71,0,1130,2254,1466,0,0,8
6037433402,"Census Tract 4334.02, Los Angeles County, California",4886,543,1043,144,22,800,3843,2126,39,70,0
6037433403,"Census Tract 4334.03, Los Angeles County, California",5633,635,1137,428,0,679,4496,1683,0,0,8
6037433501,"Census Tract 4335.01, Los Angeles County, California",2631,586,538,156,0,382,2093,1341,0,0,0
6037433502,"Census Tract 4335.02, Los Angeles County, California",8129,664,1513,172,0,1317,6616,4856,31,0,0
6037433601,"Census Tract 4336.01, Los Angeles County, California",4619,325,3153,158,0,2846,1466,649,0,0,0
6037433602,"Census Tract 4336.02, Los Angeles County, California",2439,235,1675,156,0,1509,764,424,0,0,0
6037433700,"Census Tract 4337, Los Angeles County, California",3403,329,348,116,0,215,3055,1815,0,0,0
6037433801,"Census Tract 4338.01, Los Angeles County, California",5604,496,435,132,0,292,5169,3531,0,44,18
6037433802,"Census Tract 4338.02, Los Angeles County, California",2944,421,536,87,0,335,2408,1473,0,0,0
6037433901,"Census Tract 4339.01, Los Angeles County, California",5860,672,1453,449,21,983,4407,1573,19,12,28
6037433902,"Census Tract 4339.02, Los Angeles County, California",4174,595,637,170,0,467,3537,1896,0,0,0
6037434001,"Census Tract 4340.01, Los Angeles County, California",5010,486,675,128,37,382,4335,2200,0,0,0
6037434002,"Census Tract 4340.02, Los Angeles County, California",8009,638,1103,254,278,525,6906,2726,0,148,15
6037460000,"Census Tract 4600, Los Angeles County, California",4858,353,3996,2904,323,688,862,423,0,0,0
6037460100,"Census Tract 4601, Los Angeles County, California",6098,345,5179,3843,886,223,919,514,57,0,0
6037460200,"Census Tract 4602, Los Angeles County, California",5598,607,4568,2000,1957,158,1030,498,33,0,0
6037460301,"Census Tract 4603.01, Los Angeles County, California",4893,279,3916,1514,1985,286,977,590,50,0,0
6037460302,"Census Tract 4603.02, Los Angeles County, California",4362,432,2451,586,1724,74,1911,1398,145,14,0
6037460400,"Census Tract 4604, Los Angeles County, California",846,139,676,179,411,0,170,57,0,0,0
6037460501,"Census Tract 4605.01, Los Angeles County, California",5687,260,5555,3860,0,1604,132,93,0,0,0
6037460502,"Census Tract 4605.02, Los Angeles County, California",4402,267,4191,2920,0,1006,211,151,0,0,22
6037460600,"Census Tract 4606, Los Angeles County, California",4658,285,4615,3565,47,924,43,30,0,0,0
6037460700,"Census Tract 4607, Los Angeles County, California",4871,292,4661,3618,0,926,210,159,0,0,0
6037460800,"Census Tract 4608, Los Angeles County, California",3395,225,3108,2465,121,444,287,221,0,0,0
6037460900,"Census Tract 4609, Los Angeles County, California",7718,597,3387,629,2354,368,4331,2182,0,0,0
6037461000,"Census Tract 4610, Los Angeles County, California",7219,714,3716,579,2865,131,3503,2345,48,4,0
6037461100,"Census Tract 4611, Los Angeles County, California",5168,923,3000,1604,1060,189,2168,1309,18,8,0
6037461200,"Census Tract 4612, Los Angeles County, California",4614,309,3933,3201,297,306,681,460,46,0,0
6037461300,"Census Tract 4613, Los Angeles County, California",5951,388,5222,3913,365,517,729,436,0,0,0
6037461400,"Census Tract 4614, Los Angeles County, California",3669,536,3156,2397,157,532,513,230,0,0,0
6037461500,"Census Tract 4615, Los Angeles County, California",10778,849,4015,1541,1746,476,6763,3907,17,31,71
6037461600,"Census Tract 4616, Los Angeles County, California",6273,617,3116,573,1934,394,3157,1402,0,27,15
6037461700,"Census Tract 4617, Los Angeles County, California",1617,236,1396,901,373,122,221,39,0,0,0
6037461900,"Census Tract 4619, Los Angeles County, California",6386,791,2361,948,955,390,4025,2070,0,33,11
6037462000,"Census Tract 4620, Los Angeles County, California",8176,862,3025,565,1974,284,5151,2251,37,29,0
6037462100,"Census Tract 4621, Los Angeles County, California",5856,646,2195,913,963,202,3661,1838,62,46,0
6037462200,"Census Tract 4622, Los Angeles County, California",7935,1071,5329,3170,734,1146,2606,1515,10,0,0
6037462300,"Census Tract 4623, Los Angeles County, California",7763,736,3902,1727,884,1115,3861,2796,18,0,25
6037462400,"Census Tract 4624, Los Angeles County, California",4304,344,3285,2322,291,508,1019,600,8,0,0
6037462500,"Census Tract 4625, Los Angeles County, California",5947,381,5211,4579,213,347,736,572,0,0,0
6037462600,"Census Tract 4626, Los Angeles County, California",2632,227,2299,1521,145,512,333,180,0,0,10
6037462700,"Census Tract 4627, Los Angeles County, California",5369,529,3221,2151,264,668,2148,1744,0,37,66
6037462800,"Census Tract 4628, Los Angeles County, California",2753,340,1904,1511,183,195,849,502,0,0,0
6037462900,"Census Tract 4629, Los Angeles County, California",3899,319,2815,2125,87,485,1084,500,0,13,0
6037463000,"Census Tract 4630, Los Angeles County, California",2124,192,1717,1170,171,281,407,246,0,0,0
6037463101,"Census Tract 4631.01, Los Angeles County, California",1889,212,1215,799,0,349,674,222,0,0,0
6037463102,"Census Tract 4631.02, Los Angeles County, California",3584,242,2258,1260,7,796,1326,938,0,32,53
6037463200,"Census Tract 4632, Los Angeles County, California",3327,312,2491,1652,148,603,836,298,0,0,0
6037463300,"Census Tract 4633, Los Angeles County, California",1865,300,1698,1458,22,200,167,69,0,0,0
6037463400,"Census Tract 4634, Los Angeles County, California",6068,421,4976,2592,604,1347,1092,650,0,0,0
6037463500,"Census Tract 4635, Los Angeles County, California",5775,653,5181,3214,220,1498,594,544,0,0,0
6037463600,"Census Tract 4636, Los Angeles County, California",11253,834,9753,5927,536,2887,1500,1000,0,0,0
6037463700,"Census Tract 4637, Los Angeles County, California",2028,341,1961,1695,76,160,67,67,0,0,0
6037463800,"Census Tract 4638, Los Angeles County, California",3469,218,3279,2554,43,572,190,152,0,0,0
6037463900,"Census Tract 4639, Los Angeles County, California",3498,335,2851,2344,219,202,647,218,0,0,16
6037464000,"Census Tract 4640, Los Angeles County, California",6041,651,5208,4032,95,999,833,543,0,0,0
6037464100,"Census Tract 4641, Los Angeles County, California",6896,362,6543,3564,25,2685,353,276,0,0,0
6037464200,"Census Tract 4642, Los Angeles County, California",5656,370,5353,1697,0,3530,303,169,0,0,0
6037480002,"Census Tract 4800.02, Los Angeles County, California",3343,315,2850,1159,0,1534,493,254,0,22,0
6037480011,"Census Tract 4800.11, Los Angeles County, California",5629,639,3727,1260,38,2350,1902,859,0,7,0
6037480012,"Census Tract 4800.12, Los Angeles County, California",4629,317,3790,1127,51,2542,839,451,0,0,6
6037480101,"Census Tract 4801.01, Los Angeles County, California",4430,356,3695,1039,0,2633,735,356,0,0,25
6037480102,"Census Tract 4801.02, Los Angeles County, California",4096,356,3045,819,0,2148,1051,731,40,0,0
6037480201,"Census Tract 4802.01, Los Angeles County, California",3693,247,2670,1364,12,1063,1023,585,9,41,9
6037480202,"Census Tract 4802.02, Los Angeles County, California",2595,200,2014,1125,31,723,581,322,0,0,0
6037480301,"Census Tract 4803.01, Los Angeles County, California",7913,629,5302,893,134,4229,2611,1276,0,0,31
6037480302,"Census Tract 4803.02, Los Angeles County, California",4460,370,2879,776,83,1872,1581,1252,20,9,0
6037480400,"Census Tract 4804, Los Angeles County, California",6721,543,4634,1925,25,2457,2087,1409,0,51,12
6037480500,"Census Tract 4805, Los Angeles County, California",5073,244,4404,3065,87,1130,669,575,0,0,25
6037480600,"Census Tract 4806, Los Angeles County, California",7292,448,5908,3468,217,1948,1384,933,0,0,86
6037480702,"Census Tract 4807.02, Los Angeles County, California",4239,239,3523,1383,65,1845,716,510,0,0,12
6037480703,"Census Tract 4807.03, Los Angeles County, California",3473,263,2634,1590,40,918,839,386,0,0,0
6037480704,"Census Tract 4807.04, Los Angeles County, California",4441,338,3759,1962,120,1532,682,455,0,0,0
6037480802,"Census Tract 4808.02, Los Angeles County, California",3868,350,1455,399,46,932,2413,926,0,15,0
6037480803,"Census Tract 4808.03, Los Angeles County, California",3478,377,1519,650,0,762,1959,968,0,0,0
6037480804,"Census Tract 4808.04, Los Angeles County, California",5149,453,3470,500,158,2760,1679,1318,0,9,0
6037480901,"Census Tract 4809.01, Los Angeles County, California",4410,548,2613,154,119,2311,1797,869,65,52,94
6037480902,"Census Tract 4809.02, Los Angeles County, California",4133,391,2501,189,32,2224,1632,761,0,0,9
6037480903,"Census Tract 4809.03, Los Angeles County, California",3296,255,2085,271,78,1720,1211,563,0,0,0
6037481001,"Census Tract 4810.01, Los Angeles County, California",3564,392,2401,467,37,1659,1163,356,18,0,53
6037481002,"Census Tract 4810.02, Los Angeles County, California",5134,433,3542,416,150,2851,1592,578,36,5,9
6037481101,"Census Tract 4811.01, Los Angeles County, California",4267,382,2774,601,55,2080,1493,807,0,14,13
6037481102,"Census Tract 4811.02, Los Angeles County, California",3605,308,2588,216,0,2159,1017,386,0,0,0
6037481103,"Census Tract 4811.03, Los Angeles County, California",5265,443,3487,446,111,2901,1778,983,0,0,10
6037481201,"Census Tract 4812.01, Los Angeles County, California",3542,358,2607,636,21,1861,935,494,0,0,0
6037481202,"Census Tract 4812.02, Los Angeles County, California",5907,475,4041,547,0,3369,1866,916,0,0,0
6037481300,"Census Tract 4813, Los Angeles County, California",3135,386,2158,281,0,1866,977,504,0,0,0
6037481401,"Census Tract 4814.01, Los Angeles County, California",6198,379,5249,424,0,4527,949,593,0,0,0
6037481402,"Census Tract 4814.02, Los Angeles County, California",6962,547,5873,366,29,5446,1089,622,0,0,0
6037481500,"Census Tract 4815, Los Angeles County, California",4856,434,3425,539,0,2838,1431,668,0,0,0
6037481602,"Census Tract 4816.02, Los Angeles County, California",8752,475,6806,286,0,6479,1946,646,0,60,0
6037481603,"Census Tract 4816.03, Los Angeles County, California",3654,327,2715,318,0,2372,939,527,0,14,0
6037481604,"Census Tract 4816.04, Los Angeles County, California",3470,358,2607,324,51,2139,863,444,0,0,9
6037481711,"Census Tract 4817.11, Los Angeles County, California",4580,486,4277,54,26,4145,303,161,0,0,0
6037481712,"Census Tract 4817.12, Los Angeles County, California",4640,493,3871,77,0,3794,769,294,0,0,14
6037481713,"Census Tract 4817.13, Los Angeles County, California",2306,274,2198,58,0,2140,108,36,0,0,0
6037481714,"Census Tract 4817.14, Los Angeles County, California",2489,222,2347,44,0,2288,142,118,0,0,0
6037481800,"Census Tract 4818, Los Angeles County, California",2654,249,1942,482,14,1446,712,606,0,0,0
6037481901,"Census Tract 4819.01, Los Angeles County, California",6954,434,4078,1002,400,2321,2876,1450,40,79,0
6037481902,"Census Tract 4819.02, Los Angeles County, California",3566,437,2163,603,140,1404,1403,908,20,0,0
6037482001,"Census Tract 4820.01, Los Angeles County, California",2998,224,2563,277,0,1986,435,132,0,0,58
6037482002,"Census Tract 4820.02, Los Angeles County, California",7259,625,5060,359,23,4603,2199,878,0,30,31
6037482101,"Census Tract 4821.01, Los Angeles County, California",4813,436,3340,268,5,3021,1473,627,0,60,52
6037482102,"Census Tract 4821.02, Los Angeles County, California",2909,284,2005,262,0,1687,904,449,0,0,21
6037482201,"Census Tract 4822.01, Los Angeles County, California",3876,491,2768,244,0,2498,1108,554,0,0,22
6037482202,"Census Tract 4822.02, Los Angeles County, California",5156,420,4466,154,0,4296,690,233,0,11,56
6037482301,"Census Tract 4823.01, Los Angeles County, California",4986,480,3351,314,0,2963,1635,1093,0,0,16
6037482303,"Census Tract 4823.03, Los Angeles County, California",5853,534,3762,180,0,3432,2091,820,0,42,0
6037482304,"Census Tract 4823.04, Los Angeles County, California",4132,601,1868,0,0,1868,2264,730,0,83,0
6037482401,"Census Tract 4824.01, Los Angeles County, California",4160,337,2716,98,0,2563,1444,391,0,0,52
6037482402,"Census Tract 4824.02, Los Angeles County, California",7032,562,4628,279,21,4155,2404,945,0,0,12
6037482502,"Census Tract 4825.02, Los Angeles County, California",2933,344,2277,51,0,2216,656,285,0,0,0
6037482503,"Census Tract 4825.03, Los Angeles County, California",4151,523,2539,49,0,2426,1612,608,0,0,0
6037482521,"Census Tract 4825.21, Los Angeles County, California",5767,515,3118,200,12,2761,2649,889,0,29,0
6037482522,"Census Tract 4825.22, Los Angeles County, California",4353,397,2182,471,74,1531,2171,1204,0,0,44
6037482600,"Census Tract 4826, Los Angeles County, California",6502,475,4852,630,0,4067,1650,877,0,40,0
6037482701,"Census Tract 4827.01, Los Angeles County, California",4620,345,1853,244,0,1401,2767,1503,0,71,0
6037482702,"Census Tract 4827.02, Los Angeles County, California",2355,298,1473,278,0,1121,882,620,0,0,15
6037482800,"Census Tract 4828, Los Angeles County, California",4648,374,2212,270,0,1810,2436,1366,0,15,0
6037500100,"Census Tract 5001, Los Angeles County, California",3626,296,2733,2012,0,574,893,654,11,0,14
6037500201,"Census Tract 5002.01, Los Angeles County, California",6039,385,4100,3544,0,370,1939,1338,0,12,0
6037500202,"Census Tract 5002.02, Los Angeles County, California",4591,415,2438,2020,0,418,2153,1177,0,0,0
6037500300,"Census Tract 5003, Los Angeles County, California",2945,258,1323,804,70,342,1622,974,0,0,0
6037500401,"Census Tract 5004.01, Los Angeles County, California",8873,684,1216,296,0,920,7657,4245,25,28,0
6037500402,"Census Tract 5004.02, Los Angeles County, California",3864,401,212,176,0,12,3652,2192,0,18,0
6037500500,"Census Tract 5005, Los Angeles County, California",3419,745,323,211,10,68,3096,2037,0,0,0
6037500600,"Census Tract 5006, Los Angeles County, California",5661,575,383,312,41,0,5278,2834,0,0,0
6037500700,"Census Tract 5007, Los Angeles County, California",6608,676,732,420,122,27,5876,3932,9,57,0
6037500800,"Census Tract 5008, Los Angeles County, California",5115,534,222,168,0,33,4893,3160,0,70,0
6037500900,"Census Tract 5009, Los Angeles County, California",5482,431,337,269,8,45,5145,3409,26,148,0
6037501000,"Census Tract 5010, Los Angeles County, California",8613,616,1242,864,66,180,7371,3064,0,119,0
6037501200,"Census Tract 5012, Los Angeles County, California",4598,439,1245,1014,75,129,3353,1109,0,0,0
6037501300,"Census Tract 5013, Los Angeles County, California",6532,425,1839,1811,0,0,4693,1964,27,40,0
6037501400,"Census Tract 5014, Los Angeles County, California",4481,386,417,256,101,25,4064,2210,0,0,15
6037501501,"Census Tract 5015.01, Los Angeles County, California",1909,229,987,766,58,133,922,602,0,0,0
6037501503,"Census Tract 5015.03, Los Angeles County, California",4241,480,1511,1101,75,222,2730,763,9,0,13
6037501504,"Census Tract 5015.04, Los Angeles County, California",3633,423,846,643,21,182,2787,1366,0,0,0
6037501600,"Census Tract 5016, Los Angeles County, California",6183,586,3071,2385,40,432,3112,1335,43,59,0
6037501700,"Census Tract 5017, Los Angeles County, California",3611,249,1666,1569,0,54,1945,1340,0,0,0
6037501801,"Census Tract 5018.01, Los Angeles County, California",7643,625,1075,874,0,100,6568,2894,0,61,0
6037501802,"Census Tract 5018.02, Los Angeles County, California",3369,264,1409,1280,0,52,1960,682,0,105,5
6037501900,"Census Tract 5019, Los Angeles County, California",4231,236,1635,1366,0,243,2596,803,0,3,0
6037502001,"Census Tract 5020.01, Los Angeles County, California",4082,405,1094,971,9,87,2988,1298,9,0,0
6037502002,"Census Tract 5020.02, Los Angeles County, California",7144,539,1255,760,139,202,5889,1966,0,167,0
6037502100,"Census Tract 5021, Los Angeles County, California",4752,404,933,749,105,21,3819,1787,25,13,0
6037502200,"Census Tract 5022, Los Angeles County, California",6737,440,789,696,11,32,5948,1984,0,78,0
6037502301,"Census Tract 5023.01, Los Angeles County, California",6066,743,466,388,0,0,5600,2356,0,0,0
6037502302,"Census Tract 5023.02, Los Angeles County, California",3395,476,149,50,22,67,3246,1091,0,18,0
6037502401,"Census Tract 5024.01, Los Angeles County, California",4467,391,624,286,77,111,3843,2581,0,0,0
6037502402,"Census Tract 5024.02, Los Angeles County, California",4317,417,205,194,0,0,4112,2066,0,0,0
6037502500,"Census Tract 5025, Los Angeles County, California",3689,360,364,291,0,73,3325,1632,0,123,0
6037502601,"Census Tract 5026.01, Los Angeles County, California",7205,536,595,438,0,57,6610,2877,0,66,35
